buying,maint,doors,persons,lug_boot,safety,target
high,very expensive,3-door,more than 4,big,low safety,unacc
high,very expensive,3-door,more than 4,big,medium safety,unacc
high,very expensive,3-door,more than 4,big,high safety,unacc
high,very expensive,4-door,2-person,small,low safety,unacc
high,very expensive,4-door,2-person,small,medium safety,unacc
high,very expensive,4-door,2-person,small,high safety,unacc
high,very expensive,4-door,2-person,med,low safety,unacc
high,very expensive,4-door,2-person,med,medium safety,unacc
high,very expensive,4-door,2-person,med,high safety,unacc
high,very expensive,4-door,2-person,big,low safety,unacc
high,very expensive,4-door,2-person,big,medium safety,unacc
high,very expensive,4-door,2-person,big,high safety,unacc
high,very expensive,4-door,4-person,small,low safety,unacc
high,very expensive,4-door,4-person,small,medium safety,unacc
high,very expensive,4-door,4-person,small,high safety,unacc
high,very expensive,4-door,4-person,med,low safety,unacc
high,very expensive,4-door,4-person,med,medium safety,unacc
high,very expensive,4-door,4-person,med,high safety,unacc
high,very expensive,4-door,4-person,big,low safety,unacc
high,very expensive,4-door,4-person,big,medium safety,unacc
high,very expensive,4-door,4-person,big,high safety,unacc
high,very expensive,4-door,more than 4,small,low safety,unacc
high,very expensive,4-door,more than 4,small,medium safety,unacc
high,very expensive,4-door,more than 4,small,high safety,unacc
high,very expensive,4-door,more than 4,med,low safety,unacc
high,very expensive,4-door,more than 4,med,medium safety,unacc
high,very expensive,4-door,more than 4,med,high safety,unacc
high,very expensive,4-door,more than 4,big,low safety,unacc
high,very expensive,4-door,more than 4,big,medium safety,unacc
high,very expensive,4-door,more than 4,big,high safety,unacc
high,very expensive,5 or more,2-person,small,low safety,unacc
high,very expensive,5 or more,2-person,small,medium safety,unacc
high,very expensive,5 or more,2-person,small,high safety,unacc
high,very expensive,5 or more,2-person,med,low safety,unacc
high,very expensive,5 or more,2-person,med,medium safety,unacc
high,very expensive,5 or more,2-person,med,high safety,unacc
high,very expensive,5 or more,2-person,big,low safety,unacc
high,very expensive,5 or more,2-person,big,medium safety,unacc
high,very expensive,5 or more,2-person,big,high safety,unacc
high,very expensive,5 or more,4-person,small,low safety,unacc
high,very expensive,5 or more,4-person,small,medium safety,unacc
high,very expensive,5 or more,4-person,small,high safety,unacc
high,very expensive,5 or more,4-person,med,low safety,unacc
high,very expensive,5 or more,4-person,med,medium safety,unacc
high,very expensive,5 or more,4-person,med,high safety,unacc
high,very expensive,5 or more,4-person,big,low safety,unacc
high,very expensive,5 or more,4-person,big,medium safety,unacc
high,very expensive,5 or more,4-person,big,high safety,unacc
high,very expensive,5 or more,more than 4,small,low safety,unacc
high,very expensive,5 or more,more than 4,small,medium safety,unacc
high,very expensive,5 or more,more than 4,small,high safety,unacc
high,very expensive,5 or more,more than 4,med,low safety,unacc
high,very expensive,5 or more,more than 4,med,medium safety,unacc
high,very expensive,5 or more,more than 4,med,high safety,unacc
high,very expensive,5 or more,more than 4,big,low safety,unacc
high,very expensive,5 or more,more than 4,big,medium safety,unacc
high,very expensive,5 or more,more than 4,big,high safety,unacc
high,expensive,2-door,2-person,small,low safety,unacc
high,expensive,2-door,2-person,small,medium safety,unacc
high,expensive,2-door,2-person,small,high safety,unacc
high,expensive,2-door,2-person,med,low safety,unacc
high,expensive,2-door,2-person,med,medium safety,unacc
high,expensive,2-door,2-person,med,high safety,unacc
high,expensive,2-door,2-person,big,low safety,unacc
high,expensive,2-door,2-person,big,medium safety,unacc
high,expensive,2-door,2-person,big,high safety,unacc
high,expensive,2-door,4-person,small,low safety,unacc
high,expensive,2-door,4-person,small,medium safety,unacc
high,expensive,2-door,4-person,small,high safety,acc
high,expensive,2-door,4-person,med,low safety,unacc
high,expensive,2-door,4-person,med,medium safety,unacc
high,expensive,2-door,4-person,med,high safety,acc
high,expensive,2-door,4-person,big,low safety,unacc
high,expensive,2-door,4-person,big,medium safety,acc
high,expensive,2-door,4-person,big,high safety,acc
high,expensive,2-door,more than 4,small,low safety,unacc
high,expensive,2-door,more than 4,small,medium safety,unacc
high,expensive,2-door,more than 4,small,high safety,unacc
high,expensive,2-door,more than 4,med,low safety,unacc
high,expensive,2-door,more than 4,med,medium safety,unacc
high,expensive,2-door,more than 4,med,high safety,acc
high,expensive,2-door,more than 4,big,low safety,unacc
high,expensive,2-door,more than 4,big,medium safety,acc
high,expensive,2-door,more than 4,big,high safety,acc
high,expensive,3-door,2-person,small,low safety,unacc
high,expensive,3-door,2-person,small,medium safety,unacc
high,expensive,3-door,2-person,small,high safety,unacc
high,expensive,3-door,2-person,med,low safety,unacc
high,expensive,3-door,2-person,med,medium safety,unacc
high,expensive,3-door,2-person,med,high safety,unacc
high,expensive,3-door,2-person,big,low safety,unacc
high,expensive,3-door,2-person,big,medium safety,unacc
high,expensive,3-door,2-person,big,high safety,unacc
high,expensive,3-door,4-person,small,low safety,unacc
high,expensive,3-door,4-person,small,medium safety,unacc
high,expensive,3-door,4-person,small,high safety,acc
high,expensive,3-door,4-person,med,low safety,unacc
high,expensive,3-door,4-person,med,medium safety,unacc
high,expensive,3-door,4-person,med,high safety,acc
high,expensive,3-door,4-person,big,low safety,unacc
high,expensive,3-door,4-person,big,medium safety,acc
high,expensive,3-door,4-person,big,high safety,acc
high,expensive,3-door,more than 4,small,low safety,unacc
high,expensive,3-door,more than 4,small,medium safety,unacc
high,expensive,3-door,more than 4,small,high safety,acc
high,expensive,3-door,more than 4,med,low safety,unacc
high,expensive,3-door,more than 4,med,medium safety,acc
high,expensive,3-door,more than 4,med,high safety,acc
high,expensive,3-door,more than 4,big,low safety,unacc
high,expensive,3-door,more than 4,big,medium safety,acc
high,expensive,3-door,more than 4,big,high safety,acc
high,expensive,4-door,2-person,small,low safety,unacc
high,expensive,4-door,2-person,small,medium safety,unacc
high,expensive,4-door,2-person,small,high safety,unacc
high,expensive,4-door,2-person,med,low safety,unacc
high,expensive,4-door,2-person,med,medium safety,unacc
high,expensive,4-door,2-person,med,high safety,unacc
high,expensive,4-door,2-person,big,low safety,unacc
high,expensive,4-door,2-person,big,medium safety,unacc
high,expensive,4-door,2-person,big,high safety,unacc
high,expensive,4-door,4-person,small,low safety,unacc
high,expensive,4-door,4-person,small,medium safety,unacc
high,expensive,4-door,4-person,small,high safety,acc
high,expensive,4-door,4-person,med,low safety,unacc
high,expensive,4-door,4-person,med,medium safety,acc
high,expensive,4-door,4-person,med,high safety,acc
high,expensive,4-door,4-person,big,low safety,unacc
high,expensive,4-door,4-person,big,medium safety,acc
high,expensive,4-door,4-person,big,high safety,acc
high,expensive,4-door,more than 4,small,low safety,unacc
high,expensive,4-door,more than 4,small,medium safety,unacc
high,expensive,4-door,more than 4,small,high safety,acc
high,expensive,4-door,more than 4,med,low safety,unacc
high,expensive,4-door,more than 4,med,medium safety,acc
high,expensive,4-door,more than 4,med,high safety,acc
high,expensive,4-door,more than 4,big,low safety,unacc
high,expensive,4-door,more than 4,big,medium safety,acc
high,expensive,4-door,more than 4,big,high safety,acc
high,expensive,5 or more,2-person,small,low safety,unacc
high,expensive,5 or more,2-person,small,medium safety,unacc
high,expensive,5 or more,2-person,small,high safety,unacc
high,expensive,5 or more,2-person,med,low safety,unacc
high,expensive,5 or more,2-person,med,medium safety,unacc
high,expensive,5 or more,2-person,med,high safety,unacc
high,expensive,5 or more,2-person,big,low safety,unacc
high,expensive,5 or more,2-person,big,medium safety,unacc
high,expensive,5 or more,2-person,big,high safety,unacc
high,expensive,5 or more,4-person,small,low safety,unacc
high,expensive,5 or more,4-person,small,medium safety,unacc
high,expensive,5 or more,4-person,small,high safety,acc
high,expensive,5 or more,4-person,med,low safety,unacc
high,expensive,5 or more,4-person,med,medium safety,acc
high,expensive,5 or more,4-person,med,high safety,acc
high,expensive,5 or more,4-person,big,low safety,unacc
high,expensive,5 or more,4-person,big,medium safety,acc
high,expensive,5 or more,4-person,big,high safety,acc
high,expensive,5 or more,more than 4,small,low safety,unacc
high,expensive,5 or more,more than 4,small,medium safety,unacc
high,expensive,5 or more,more than 4,small,high safety,acc
high,expensive,5 or more,more than 4,med,low safety,unacc
high,expensive,5 or more,more than 4,med,medium safety,acc
high,expensive,5 or more,more than 4,med,high safety,acc
high,expensive,5 or more,more than 4,big,low safety,unacc
high,expensive,5 or more,more than 4,big,medium safety,acc
high,expensive,5 or more,more than 4,big,high safety,acc
high,moderately expensive,2-door,2-person,small,low safety,unacc
high,moderately expensive,2-door,2-person,small,medium safety,unacc
high,moderately expensive,2-door,2-person,small,high safety,unacc
high,moderately expensive,2-door,2-person,med,low safety,unacc
high,moderately expensive,2-door,2-person,med,medium safety,unacc
high,moderately expensive,2-door,2-person,med,high safety,unacc
high,moderately expensive,2-door,2-person,big,low safety,unacc
high,moderately expensive,2-door,2-person,big,medium safety,unacc
high,moderately expensive,2-door,2-person,big,high safety,unacc
high,moderately expensive,2-door,4-person,small,low safety,unacc
high,moderately expensive,2-door,4-person,small,medium safety,unacc
high,moderately expensive,2-door,4-person,small,high safety,acc
high,moderately expensive,2-door,4-person,med,low safety,unacc
high,moderately expensive,2-door,4-person,med,medium safety,unacc
high,moderately expensive,2-door,4-person,med,high safety,acc
high,moderately expensive,2-door,4-person,big,low safety,unacc
high,moderately expensive,2-door,4-person,big,medium safety,acc
high,moderately expensive,2-door,4-person,big,high safety,acc
high,moderately expensive,2-door,more than 4,small,low safety,unacc
high,moderately expensive,2-door,more than 4,small,medium safety,unacc
high,moderately expensive,2-door,more than 4,small,high safety,unacc
high,moderately expensive,2-door,more than 4,med,low safety,unacc
high,moderately expensive,2-door,more than 4,med,medium safety,unacc
high,moderately expensive,2-door,more than 4,med,high safety,acc
high,moderately expensive,2-door,more than 4,big,low safety,unacc
high,moderately expensive,2-door,more than 4,big,medium safety,acc
high,moderately expensive,2-door,more than 4,big,high safety,acc
high,moderately expensive,3-door,2-person,small,low safety,unacc
high,moderately expensive,3-door,2-person,small,medium safety,unacc
high,moderately expensive,3-door,2-person,small,high safety,unacc
high,moderately expensive,3-door,2-person,med,low safety,unacc
high,moderately expensive,3-door,2-person,med,medium safety,unacc
high,moderately expensive,3-door,2-person,med,high safety,unacc
high,moderately expensive,3-door,2-person,big,low safety,unacc
high,moderately expensive,3-door,2-person,big,medium safety,unacc
high,moderately expensive,3-door,2-person,big,high safety,unacc
high,moderately expensive,3-door,4-person,small,low safety,unacc
high,moderately expensive,3-door,4-person,small,medium safety,unacc
high,moderately expensive,3-door,4-person,small,high safety,acc
high,moderately expensive,3-door,4-person,med,low safety,unacc
high,moderately expensive,3-door,4-person,med,medium safety,unacc
high,moderately expensive,3-door,4-person,med,high safety,acc
high,moderately expensive,3-door,4-person,big,low safety,unacc
high,moderately expensive,3-door,4-person,big,medium safety,acc
high,moderately expensive,3-door,4-person,big,high safety,acc
high,moderately expensive,3-door,more than 4,small,low safety,unacc
high,moderately expensive,3-door,more than 4,small,medium safety,unacc
high,moderately expensive,3-door,more than 4,small,high safety,acc
high,moderately expensive,3-door,more than 4,med,low safety,unacc
high,moderately expensive,3-door,more than 4,med,medium safety,acc
high,moderately expensive,3-door,more than 4,med,high safety,acc
high,moderately expensive,3-door,more than 4,big,low safety,unacc
high,moderately expensive,3-door,more than 4,big,medium safety,acc
high,moderately expensive,3-door,more than 4,big,high safety,acc
high,moderately expensive,4-door,2-person,small,low safety,unacc
high,moderately expensive,4-door,2-person,small,medium safety,unacc
high,moderately expensive,4-door,2-person,small,high safety,unacc
high,moderately expensive,4-door,2-person,med,low safety,unacc
high,moderately expensive,4-door,2-person,med,medium safety,unacc
high,moderately expensive,4-door,2-person,med,high safety,unacc
high,moderately expensive,4-door,2-person,big,low safety,unacc
high,moderately expensive,4-door,2-person,big,medium safety,unacc
high,moderately expensive,4-door,2-person,big,high safety,unacc
high,moderately expensive,4-door,4-person,small,low safety,unacc
high,moderately expensive,4-door,4-person,small,medium safety,unacc
high,moderately expensive,4-door,4-person,small,high safety,acc
high,moderately expensive,4-door,4-person,med,low safety,unacc
high,moderately expensive,4-door,4-person,med,medium safety,acc
high,moderately expensive,4-door,4-person,med,high safety,acc
high,moderately expensive,4-door,4-person,big,low safety,unacc
high,moderately expensive,4-door,4-person,big,medium safety,acc
high,moderately expensive,4-door,4-person,big,high safety,acc
high,moderately expensive,4-door,more than 4,small,low safety,unacc
high,moderately expensive,4-door,more than 4,small,medium safety,unacc
high,moderately expensive,4-door,more than 4,small,high safety,acc
high,moderately expensive,4-door,more than 4,med,low safety,unacc
high,moderately expensive,4-door,more than 4,med,medium safety,acc
high,moderately expensive,4-door,more than 4,med,high safety,acc
high,moderately expensive,4-door,more than 4,big,low safety,unacc
high,moderately expensive,4-door,more than 4,big,medium safety,acc
high,moderately expensive,4-door,more than 4,big,high safety,acc
high,moderately expensive,5 or more,2-person,small,low safety,unacc
high,moderately expensive,5 or more,2-person,small,medium safety,unacc
high,moderately expensive,5 or more,2-person,small,high safety,unacc
high,moderately expensive,5 or more,2-person,med,low safety,unacc
high,moderately expensive,5 or more,2-person,med,medium safety,unacc
high,moderately expensive,5 or more,2-person,med,high safety,unacc
high,moderately expensive,5 or more,2-person,big,low safety,unacc
high,moderately expensive,5 or more,2-person,big,medium safety,unacc
high,moderately expensive,5 or more,2-person,big,high safety,unacc
high,moderately expensive,5 or more,4-person,small,low safety,unacc
high,moderately expensive,5 or more,4-person,small,medium safety,unacc
high,moderately expensive,5 or more,4-person,small,high safety,acc
high,moderately expensive,5 or more,4-person,med,low safety,unacc
high,moderately expensive,5 or more,4-person,med,medium safety,acc
high,moderately expensive,5 or more,4-person,med,high safety,acc
high,moderately expensive,5 or more,4-person,big,low safety,unacc
high,moderately expensive,5 or more,4-person,big,medium safety,acc
high,moderately expensive,5 or more,4-person,big,high safety,acc
high,moderately expensive,5 or more,more than 4,small,low safety,unacc
high,moderately expensive,5 or more,more than 4,small,medium safety,unacc
high,moderately expensive,5 or more,more than 4,small,high safety,acc
high,moderately expensive,5 or more,more than 4,med,low safety,unacc
high,moderately expensive,5 or more,more than 4,med,medium safety,acc
high,moderately expensive,5 or more,more than 4,med,high safety,acc
high,moderately expensive,5 or more,more than 4,big,low safety,unacc
high,moderately expensive,5 or more,more than 4,big,medium safety,acc
high,moderately expensive,5 or more,more than 4,big,high safety,acc
high,inexpensive,2-door,2-person,small,low safety,unacc
high,inexpensive,2-door,2-person,small,medium safety,unacc
high,inexpensive,2-door,2-person,small,high safety,unacc
high,inexpensive,2-door,2-person,med,low safety,unacc
high,inexpensive,2-door,2-person,med,medium safety,unacc
high,inexpensive,2-door,2-person,med,high safety,unacc
high,inexpensive,2-door,2-person,big,low safety,unacc
high,inexpensive,2-door,2-person,big,medium safety,unacc
high,inexpensive,2-door,2-person,big,high safety,unacc
high,inexpensive,2-door,4-person,small,low safety,unacc
high,inexpensive,2-door,4-person,small,medium safety,unacc
high,inexpensive,2-door,4-person,small,high safety,acc
high,inexpensive,2-door,4-person,med,low safety,unacc
high,inexpensive,2-door,4-person,med,medium safety,unacc
high,inexpensive,2-door,4-person,med,high safety,acc
high,inexpensive,2-door,4-person,big,low safety,unacc
high,inexpensive,2-door,4-person,big,medium safety,acc
high,inexpensive,2-door,4-person,big,high safety,acc
high,inexpensive,2-door,more than 4,small,low safety,unacc
high,inexpensive,2-door,more than 4,small,medium safety,unacc
high,inexpensive,2-door,more than 4,small,high safety,unacc
high,inexpensive,2-door,more than 4,med,low safety,unacc
high,inexpensive,2-door,more than 4,med,medium safety,unacc
high,inexpensive,2-door,more than 4,med,high safety,acc
high,inexpensive,2-door,more than 4,big,low safety,unacc
high,inexpensive,2-door,more than 4,big,medium safety,acc
high,inexpensive,2-door,more than 4,big,high safety,acc
high,inexpensive,3-door,2-person,small,low safety,unacc
high,inexpensive,3-door,2-person,small,medium safety,unacc
high,inexpensive,3-door,2-person,small,high safety,unacc
high,inexpensive,3-door,2-person,med,low safety,unacc
high,inexpensive,3-door,2-person,med,medium safety,unacc
high,inexpensive,3-door,2-person,med,high safety,unacc
high,inexpensive,3-door,2-person,big,low safety,unacc
high,inexpensive,3-door,2-person,big,medium safety,unacc
high,inexpensive,3-door,2-person,big,high safety,unacc
high,inexpensive,3-door,4-person,small,low safety,unacc
high,inexpensive,3-door,4-person,small,medium safety,unacc
high,inexpensive,3-door,4-person,small,high safety,acc
high,inexpensive,3-door,4-person,med,low safety,unacc
high,inexpensive,3-door,4-person,med,medium safety,unacc
high,inexpensive,3-door,4-person,med,high safety,acc
high,inexpensive,3-door,4-person,big,low safety,unacc
high,inexpensive,3-door,4-person,big,medium safety,acc
high,inexpensive,3-door,4-person,big,high safety,acc
high,inexpensive,3-door,more than 4,small,low safety,unacc
high,inexpensive,3-door,more than 4,small,medium safety,unacc
high,inexpensive,3-door,more than 4,small,high safety,acc
high,inexpensive,3-door,more than 4,med,low safety,unacc
high,inexpensive,3-door,more than 4,med,medium safety,acc
high,inexpensive,3-door,more than 4,med,high safety,acc
high,inexpensive,3-door,more than 4,big,low safety,unacc
high,inexpensive,3-door,more than 4,big,medium safety,acc
high,inexpensive,3-door,more than 4,big,high safety,acc
high,inexpensive,4-door,2-person,small,low safety,unacc
high,inexpensive,4-door,2-person,small,medium safety,unacc
high,inexpensive,4-door,2-person,small,high safety,unacc
high,inexpensive,4-door,2-person,med,low safety,unacc
high,inexpensive,4-door,2-person,med,medium safety,unacc
high,inexpensive,4-door,2-person,med,high safety,unacc
high,inexpensive,4-door,2-person,big,low safety,unacc
high,inexpensive,4-door,2-person,big,medium safety,unacc
high,inexpensive,4-door,2-person,big,high safety,unacc
high,inexpensive,4-door,4-person,small,low safety,unacc
high,inexpensive,4-door,4-person,small,medium safety,unacc
high,inexpensive,4-door,4-person,small,high safety,acc
high,inexpensive,4-door,4-person,med,low safety,unacc
high,inexpensive,4-door,4-person,med,medium safety,acc
high,inexpensive,4-door,4-person,med,high safety,acc
high,inexpensive,4-door,4-person,big,low safety,unacc
high,inexpensive,4-door,4-person,big,medium safety,acc
high,inexpensive,4-door,4-person,big,high safety,acc
high,inexpensive,4-door,more than 4,small,low safety,unacc
high,inexpensive,4-door,more than 4,small,medium safety,unacc
high,inexpensive,4-door,more than 4,small,high safety,acc
high,inexpensive,4-door,more than 4,med,low safety,unacc
high,inexpensive,4-door,more than 4,med,medium safety,acc
high,inexpensive,4-door,more than 4,med,high safety,acc
high,inexpensive,4-door,more than 4,big,low safety,unacc
high,inexpensive,4-door,more than 4,big,medium safety,acc
high,inexpensive,4-door,more than 4,big,high safety,acc
high,inexpensive,5 or more,2-person,small,low safety,unacc
high,inexpensive,5 or more,2-person,small,medium safety,unacc
high,inexpensive,5 or more,2-person,small,high safety,unacc
high,inexpensive,5 or more,2-person,med,low safety,unacc
high,inexpensive,5 or more,2-person,med,medium safety,unacc
high,inexpensive,5 or more,2-person,med,high safety,unacc
high,inexpensive,5 or more,2-person,big,low safety,unacc
high,inexpensive,5 or more,2-person,big,medium safety,unacc
high,inexpensive,5 or more,2-person,big,high safety,unacc
high,inexpensive,5 or more,4-person,small,low safety,unacc
high,inexpensive,5 or more,4-person,small,medium safety,unacc
high,inexpensive,5 or more,4-person,small,high safety,acc
high,inexpensive,5 or more,4-person,med,low safety,unacc
high,inexpensive,5 or more,4-person,med,medium safety,acc
high,inexpensive,5 or more,4-person,med,high safety,acc
high,inexpensive,5 or more,4-person,big,low safety,unacc
high,inexpensive,5 or more,4-person,big,medium safety,acc
high,inexpensive,5 or more,4-person,big,high safety,acc
high,inexpensive,5 or more,more than 4,small,low safety,unacc
high,inexpensive,5 or more,more than 4,small,medium safety,unacc
high,inexpensive,5 or more,more than 4,small,high safety,acc
high,inexpensive,5 or more,more than 4,med,low safety,unacc
high,inexpensive,5 or more,more than 4,med,medium safety,acc
high,inexpensive,5 or more,more than 4,med,high safety,acc
high,inexpensive,5 or more,more than 4,big,low safety,unacc
high,inexpensive,5 or more,more than 4,big,medium safety,acc
high,inexpensive,5 or more,more than 4,big,high safety,acc
med,very expensive,2-door,2-person,small,low safety,unacc
med,very expensive,2-door,2-person,small,medium safety,unacc
med,very expensive,2-door,2-person,small,high safety,unacc
med,very expensive,2-door,2-person,med,low safety,unacc
med,very expensive,2-door,2-person,med,medium safety,unacc
med,very expensive,2-door,2-person,med,high safety,unacc
med,very expensive,2-door,2-person,big,low safety,unacc
med,very expensive,2-door,2-person,big,medium safety,unacc
med,very expensive,2-door,2-person,big,high safety,unacc
med,very expensive,2-door,4-person,small,low safety,unacc
med,very expensive,2-door,4-person,small,medium safety,unacc
med,very expensive,2-door,4-person,small,high safety,acc
med,very expensive,2-door,4-person,med,low safety,unacc
med,very expensive,2-door,4-person,med,medium safety,unacc
med,very expensive,2-door,4-person,med,high safety,acc
med,very expensive,2-door,4-person,big,low safety,unacc
med,very expensive,2-door,4-person,big,medium safety,acc
med,very expensive,2-door,4-person,big,high safety,acc
med,very expensive,2-door,more than 4,small,low safety,unacc
med,very expensive,2-door,more than 4,small,medium safety,unacc
med,very expensive,2-door,more than 4,small,high safety,unacc
med,very expensive,2-door,more than 4,med,low safety,unacc
med,very expensive,2-door,more than 4,med,medium safety,unacc
med,very expensive,2-door,more than 4,med,high safety,acc
med,very expensive,2-door,more than 4,big,low safety,unacc
med,very expensive,2-door,more than 4,big,medium safety,acc
med,very expensive,2-door,more than 4,big,high safety,acc
med,very expensive,3-door,2-person,small,low safety,unacc
med,very expensive,3-door,2-person,small,medium safety,unacc
med,very expensive,3-door,2-person,small,high safety,unacc
med,very expensive,3-door,2-person,med,low safety,unacc
med,very expensive,3-door,2-person,med,medium safety,unacc
med,very expensive,3-door,2-person,med,high safety,unacc
med,very expensive,3-door,2-person,big,low safety,unacc
med,very expensive,3-door,2-person,big,medium safety,unacc
med,very expensive,3-door,2-person,big,high safety,unacc
med,very expensive,3-door,4-person,small,low safety,unacc
med,very expensive,3-door,4-person,small,medium safety,unacc
med,very expensive,3-door,4-person,small,high safety,acc
med,very expensive,3-door,4-person,med,low safety,unacc
med,very expensive,3-door,4-person,med,medium safety,unacc
med,very expensive,3-door,4-person,med,high safety,acc
med,very expensive,3-door,4-person,big,low safety,unacc
med,very expensive,3-door,4-person,big,medium safety,acc
med,very expensive,3-door,4-person,big,high safety,acc
med,very expensive,3-door,more than 4,small,low safety,unacc
med,very expensive,3-door,more than 4,small,medium safety,unacc
med,very expensive,3-door,more than 4,small,high safety,acc
med,very expensive,3-door,more than 4,med,low safety,unacc
med,very expensive,3-door,more than 4,med,medium safety,acc
med,very expensive,3-door,more than 4,med,high safety,acc
med,very expensive,3-door,more than 4,big,low safety,unacc
med,very expensive,3-door,more than 4,big,medium safety,acc
med,very expensive,3-door,more than 4,big,high safety,acc
med,very expensive,4-door,2-person,small,low safety,unacc
med,very expensive,4-door,2-person,small,medium safety,unacc
med,very expensive,4-door,2-person,small,high safety,unacc
med,very expensive,4-door,2-person,med,low safety,unacc
med,very expensive,4-door,2-person,med,medium safety,unacc
med,very expensive,4-door,2-person,med,high safety,unacc
med,very expensive,4-door,2-person,big,low safety,unacc
med,very expensive,4-door,2-person,big,medium safety,unacc
med,very expensive,4-door,2-person,big,high safety,unacc
med,very expensive,4-door,4-person,small,low safety,unacc
med,very expensive,4-door,4-person,small,medium safety,unacc
med,very expensive,4-door,4-person,small,high safety,acc
med,very expensive,4-door,4-person,med,low safety,unacc
med,very expensive,4-door,4-person,med,medium safety,acc
med,very expensive,4-door,4-person,med,high safety,acc
med,very expensive,4-door,4-person,big,low safety,unacc
med,very expensive,4-door,4-person,big,medium safety,acc
med,very expensive,4-door,4-person,big,high safety,acc
med,very expensive,4-door,more than 4,small,low safety,unacc
med,very expensive,4-door,more than 4,small,medium safety,unacc
med,very expensive,4-door,more than 4,small,high safety,acc
med,very expensive,4-door,more than 4,med,low safety,unacc
med,very expensive,4-door,more than 4,med,medium safety,acc
med,very expensive,4-door,more than 4,med,high safety,acc
med,very expensive,4-door,more than 4,big,low safety,unacc
med,very expensive,4-door,more than 4,big,medium safety,acc
med,very expensive,4-door,more than 4,big,high safety,acc
med,very expensive,5 or more,2-person,small,low safety,unacc
med,very expensive,5 or more,2-person,small,medium safety,unacc
med,very expensive,5 or more,2-person,small,high safety,unacc
med,very expensive,5 or more,2-person,med,low safety,unacc
med,very expensive,5 or more,2-person,med,medium safety,unacc
med,very expensive,5 or more,2-person,med,high safety,unacc
med,very expensive,5 or more,2-person,big,low safety,unacc
med,very expensive,5 or more,2-person,big,medium safety,unacc
med,very expensive,5 or more,2-person,big,high safety,unacc
med,very expensive,5 or more,4-person,small,low safety,unacc
med,very expensive,5 or more,4-person,small,medium safety,unacc
med,very expensive,5 or more,4-person,small,high safety,acc
med,very expensive,5 or more,4-person,med,low safety,unacc
med,very expensive,5 or more,4-person,med,medium safety,acc
med,very expensive,5 or more,4-person,med,high safety,acc
med,very expensive,5 or more,4-person,big,low safety,unacc
med,very expensive,5 or more,4-person,big,medium safety,acc
med,very expensive,5 or more,4-person,big,high safety,acc
med,very expensive,5 or more,more than 4,small,low safety,unacc
med,very expensive,5 or more,more than 4,small,medium safety,unacc
med,very expensive,5 or more,more than 4,small,high safety,acc
med,very expensive,5 or more,more than 4,med,low safety,unacc
med,very expensive,5 or more,more than 4,med,medium safety,acc
med,very expensive,5 or more,more than 4,med,high safety,acc
med,very expensive,5 or more,more than 4,big,low safety,unacc
med,very expensive,5 or more,more than 4,big,medium safety,acc
med,very expensive,5 or more,more than 4,big,high safety,acc
med,expensive,2-door,2-person,small,low safety,unacc
med,expensive,2-door,2-person,small,medium safety,unacc
med,expensive,2-door,2-person,small,high safety,unacc
med,expensive,2-door,2-person,med,low safety,unacc
med,expensive,2-door,2-person,med,medium safety,unacc
med,expensive,2-door,2-person,med,high safety,unacc
med,expensive,2-door,2-person,big,low safety,unacc
med,expensive,2-door,2-person,big,medium safety,unacc
med,expensive,2-door,2-person,big,high safety,unacc
med,expensive,2-door,4-person,small,low safety,unacc
med,expensive,2-door,4-person,small,medium safety,unacc
med,expensive,2-door,4-person,small,high safety,acc
med,expensive,2-door,4-person,med,low safety,unacc
med,expensive,2-door,4-person,med,medium safety,unacc
med,expensive,2-door,4-person,med,high safety,acc
med,expensive,2-door,4-person,big,low safety,unacc
med,expensive,2-door,4-person,big,medium safety,acc
med,expensive,2-door,4-person,big,high safety,acc
med,expensive,2-door,more than 4,small,low safety,unacc
med,expensive,2-door,more than 4,small,medium safety,unacc
med,expensive,2-door,more than 4,small,high safety,unacc
med,expensive,2-door,more than 4,med,low safety,unacc
med,expensive,2-door,more than 4,med,medium safety,unacc
med,expensive,2-door,more than 4,med,high safety,acc
med,expensive,2-door,more than 4,big,low safety,unacc
med,expensive,2-door,more than 4,big,medium safety,acc
med,expensive,2-door,more than 4,big,high safety,acc
med,expensive,3-door,2-person,small,low safety,unacc
med,expensive,3-door,2-person,small,medium safety,unacc
med,expensive,3-door,2-person,small,high safety,unacc
med,expensive,3-door,2-person,med,low safety,unacc
med,expensive,3-door,2-person,med,medium safety,unacc
med,expensive,3-door,2-person,med,high safety,unacc
med,expensive,3-door,2-person,big,low safety,unacc
med,expensive,3-door,2-person,big,medium safety,unacc
med,expensive,3-door,2-person,big,high safety,unacc
med,expensive,3-door,4-person,small,low safety,unacc
med,expensive,3-door,4-person,small,medium safety,unacc
med,expensive,3-door,4-person,small,high safety,acc
med,expensive,3-door,4-person,med,low safety,unacc
med,expensive,3-door,4-person,med,medium safety,unacc
med,expensive,3-door,4-person,med,high safety,acc
med,expensive,3-door,4-person,big,low safety,unacc
med,expensive,3-door,4-person,big,medium safety,acc
med,expensive,3-door,4-person,big,high safety,acc
med,expensive,3-door,more than 4,small,low safety,unacc
med,expensive,3-door,more than 4,small,medium safety,unacc
med,expensive,3-door,more than 4,small,high safety,acc
med,expensive,3-door,more than 4,med,low safety,unacc
